DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
2015-11-27,KCB,KCB Group Plc,33.75,55.5,41,41.75,41.25,41.5,-0.25,0.60%,"398,500",-
2015-11-30,KCB,KCB Group Plc,33.75,55.5,39.5,41.5,39.75,41.25,-1.5,3.64%,"2,840,900",-
2015-12-01,KCB,KCB Group Plc,33.75,55.5,40,41.25,40.5,39.75,0.75,1.89%,"118,500",-
2015-12-02,KCB,KCB Group Plc,33.75,55.5,40,41.25,40.5,40.5,-,-,"681,900",-
2015-12-03,KCB,KCB Group Plc,33.75,55.5,40,41,40.25,40.5,-0.25,0.62%,"3,406,200",-
2015-12-04,KCB,KCB Group Plc,33.75,55.5,40,40.5,40.25,40.25,-,-,"350,200",-
2015-12-07,KCB,KCB Group Plc,33.75,55.5,40.25,41.5,40.5,40.25,0.25,0.62%,"5,967,100",-
2015-12-08,KCB,KCB Group Plc,33.75,55.5,40.5,41.75,40.75,40.5,0.25,0.62%,"1,237,000",-
2015-12-09,KCB,KCB Group Plc,33.75,55.5,40.5,41.5,40.75,40.75,-,-,"2,581,700",-
2015-12-10,KCB,KCB Group Plc,33.75,55.5,40.5,41,40.5,40.75,-0.25,0.61%,"899,100",-
2015-12-11,KCB,KCB Group Plc,33.75,55.5,39.75,41,40.25,40.5,-0.25,0.62%,"2,662,600",-
2015-12-14,KCB,KCB Group Plc,33.75,55.5,39.75,40.5,40,40.25,-0.25,0.62%,"1,275,900",-
2015-12-15,KCB,KCB Group Plc,33.75,55.5,39.75,40.5,40,40,-,-,"9,817,200",-
2015-12-16,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.5,40,-0.5,1.25%,"1,351,800",-
2015-12-17,KCB,KCB Group Plc,33.75,55.5,39.75,40,39.75,39.5,0.25,0.63%,"503,000",-
2015-12-18,KCB,KCB Group Plc,33.75,55.5,39.75,40.5,39.75,39.75,-,-,"5,232,800",-
2015-12-21,KCB,KCB Group Plc,33.75,55.5,39.75,40.25,39.75,39.75,-,-,"590,800",-
2015-12-22,KCB,KCB Group Plc,33.75,55.5,39.75,40,39.75,39.75,-,-,"1,643,300",-
2015-12-23,KCB,KCB Group Plc,33.75,55.5,39.75,40.25,40,39.75,0.25,0.63%,"921,500",-
2015-12-24,KCB,KCB Group Plc,33.75,55.5,39.75,41.75,40,40,-,-,"158,300",-
2015-12-28,KCB,KCB Group Plc,33.75,55.5,39.75,41.75,40,40,-,-,"1,068,000",-
2015-12-29,KCB,KCB Group Plc,33.75,55.5,39.75,41,39.75,40,-0.25,0.63%,"169,600",-
2015-12-30,KCB,KCB Group Plc,33.75,55.5,39.75,43,40,39.75,0.25,0.63%,"13,910,200",-
2015-12-31,KCB,KCB Group Plc,33.75,55.5,42,44,43.75,40,3.75,9.38%,"3,959,700",-
2016-01-04,KCB,KCB Group Plc,33.75,55.5,41,43.5,43,43.75,-0.75,1.71%,"1,479,300",-
2016-01-05,KCB,KCB Group Plc,33.75,55.5,42,44.25,43.5,43,0.5,1.16%,"2,292,400",-
2016-01-06,KCB,KCB Group Plc,33.75,55.5,42,44,42.75,43.5,-0.75,1.72%,"473,700",-
2016-01-07,KCB,KCB Group Plc,33.75,55.5,41.5,42.25,41.75,42.75,-1,2.34%,"2,071,900",-
2016-01-08,KCB,KCB Group Plc,33.75,55.5,40.5,42,41.5,41.75,-0.25,0.60%,"26,515,400",-
2016-01-11,KCB,KCB Group Plc,33.75,55.5,41.25,43,41.5,41.5,-,-,"2,540,100",-
2016-01-12,KCB,KCB Group Plc,33.75,55.5,41,41.75,41.25,41.5,-0.25,0.60%,"452,300",-
2016-01-13,KCB,KCB Group Plc,33.75,55.5,40.25,41.75,41,41.25,-0.25,0.61%,"316,400",-
2016-01-14,KCB,KCB Group Plc,33.75,55.5,39,41,39.75,41,-1.25,3.05%,"4,295,800",-
2016-01-15,KCB,KCB Group Plc,33.75,55.5,39.75,41,39.75,39.75,-,-,"977,300",-
2016-01-18,KCB,KCB Group Plc,33.75,55.5,39,41,39.5,39.75,-0.25,0.63%,"396,900",-
2016-01-19,KCB,KCB Group Plc,33.75,55.5,37.75,39.75,38.5,39.5,-1,2.53%,"686,800",-
2016-01-20,KCB,KCB Group Plc,33.75,55.5,37,39,37.5,38.5,-1,2.60%,"6,935,800",-
2016-01-21,KCB,KCB Group Plc,33.75,55.5,37.25,39,37.5,37.5,-,-,"3,267,900",-
2016-01-22,KCB,KCB Group Plc,33.75,55.5,38,39,38.5,37.5,1,2.67%,"2,461,700",-
2016-01-25,KCB,KCB Group Plc,33.75,55.5,38.5,39,38.5,38.5,-,-,"24,365,900",-
2016-01-26,KCB,KCB Group Plc,33.75,55.5,38,39,38.25,38.5,-0.25,0.65%,"919,600",-
2016-01-27,KCB,KCB Group Plc,33.75,55.5,38,39,38,38.25,-0.25,0.65%,"2,780,600",-
2016-01-28,KCB,KCB Group Plc,33.75,55.5,37.5,38.5,38,38,-,-,"3,718,200",-
2016-01-29,KCB,KCB Group Plc,33.75,55.5,38,38.75,38.25,38,0.25,0.66%,"4,915,300",-
2016-02-02,KCB,KCB Group Plc,33.75,55.5,38,38.5,38,38.25,-0.25,0.65%,"11,347,000",-
2016-02-03,KCB,KCB Group Plc,33.75,55.5,38.25,39,38.5,38,0.5,1.32%,"3,298,700",-
2016-02-04,KCB,KCB Group Plc,33.75,55.5,38.75,40.25,39,38.5,0.5,1.30%,"2,196,400",-
2016-02-05,KCB,KCB Group Plc,33.75,55.5,39.75,40.5,40,39,1,2.56%,"7,289,900",-
2016-02-08,KCB,KCB Group Plc,33.75,55.5,39.75,41,40.25,40,0.25,0.63%,"181,300",-
2016-02-09,KCB,KCB Group Plc,33.75,55.5,39.5,41.25,40,40.25,-0.25,0.62%,"742,700",-
2016-02-10,KCB,KCB Group Plc,33.75,55.5,39.75,40,39.75,40,-0.25,0.63%,"929,500",-
2016-02-11,KCB,KCB Group Plc,33.75,55.5,39.25,40,39.5,39.75,-0.25,0.63%,"1,610,900",-
2016-02-12,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.5,39.5,-,-,"1,845,200",-
2016-02-15,KCB,KCB Group Plc,33.75,55.5,39.75,40,39.75,39.5,0.25,0.63%,"922,200",-
2016-02-16,KCB,KCB Group Plc,33.75,55.5,39.5,40.25,39.75,39.75,-,-,"3,850,800",-
2016-02-17,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.75,39.75,-,-,"2,144,500",-
2016-02-18,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.5,39.75,-0.25,0.63%,"427,200",-
2016-02-19,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.5,39.5,-,-,"3,037,800",-
2016-02-22,KCB,KCB Group Plc,33.75,55.5,39.25,40,39.5,39.5,-,-,"327,400",-
2016-02-23,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.75,39.5,0.25,0.63%,"420,200",-
2016-02-24,KCB,KCB Group Plc,33.75,55.5,39.25,39.75,39.5,39.75,-0.25,0.63%,"1,180,500",-
2016-02-25,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.75,39.5,0.25,0.63%,"2,723,200",-
2016-02-26,KCB,KCB Group Plc,33.75,55.5,39.5,41,40,39.75,0.25,0.63%,"1,012,700",-
2016-02-29,KCB,KCB Group Plc,33.75,55.5,39,41,39.75,40,-0.25,0.63%,"1,917,900",-
2016-03-01,KCB,KCB Group Plc,33.75,55.5,39,41,39.5,39.75,-0.25,0.63%,"1,976,400",-
2016-03-02,KCB,KCB Group Plc,33.75,55.5,40,41,40.75,39.5,1.25,3.16%,"3,982,200",-
2016-03-03,KCB,KCB Group Plc,33.75,55.5,40.75,41.75,40.75,40.75,-,-,"4,668,400",-
2016-03-04,KCB,KCB Group Plc,33.75,55.5,41.25,42,41.75,40.75,1,2.45%,"913,400",-
2016-03-07,KCB,KCB Group Plc,33.75,55.5,41,42,41.25,41.75,-0.5,1.20%,"482,500",-
2016-03-08,KCB,KCB Group Plc,33.75,55.5,41,41.5,41,41.25,-0.25,0.61%,"9,294,100",-
2016-03-09,KCB,KCB Group Plc,33.75,55.5,41,41.5,41,41,-,-,"4,460,000",-
2016-03-10,KCB,KCB Group Plc,33.75,55.5,40.5,41.5,40.5,41,-0.5,1.22%,"351,900",-
2016-03-11,KCB,KCB Group Plc,33.75,55.5,40.25,41,40.5,40.5,-,-,"127,200",-
2016-03-14,KCB,KCB Group Plc,33.75,55.5,40.5,41.5,41,40.5,0.5,1.23%,"3,509,600",-
2016-03-15,KCB,KCB Group Plc,33.75,55.5,40.75,41.5,41,41,-,-,"4,031,400",-
2016-03-16,KCB,KCB Group Plc,33.75,55.5,41,41.5,41,41,-,-,"1,447,100",-
2016-03-17,KCB,KCB Group Plc,33.75,55.5,41,42,41.25,41,0.25,0.61%,"3,432,700",-
2016-03-18,KCB,KCB Group Plc,33.75,55.5,41,42,41.25,41.25,-,-,"5,973,900",-
2016-03-21,KCB,KCB Group Plc,33.75,55.5,41,41.5,41.25,41.25,-,-,"1,766,600",-
2016-03-22,KCB,KCB Group Plc,33.75,55.5,41,41.5,41,41.25,-0.25,0.61%,"5,904,400",-
2016-03-23,KCB,KCB Group Plc,33.75,55.5,41,42,41.25,41,0.25,0.61%,"2,887,300",-
2016-03-24,KCB,KCB Group Plc,33.75,55.5,41.5,42.5,42,41.25,0.75,1.82%,"433,000",-
2016-03-29,KCB,KCB Group Plc,33.75,55.5,41.5,42.75,42,42,-,-,"713,500",-
2016-03-30,KCB,KCB Group Plc,33.75,55.5,41.25,42,41.5,42,-0.5,1.19%,"778,100",-
2016-03-31,KCB,KCB Group Plc,33.75,55.5,41.25,42,41.5,41.5,-,-,"2,037,300",-
2016-04-01,KCB,KCB Group Plc,33.75,55.5,41.5,42,41.75,41.5,0.25,0.60%,"763,800",-
2016-04-04,KCB,KCB Group Plc,33.75,55.5,41.5,42.25,41.75,41.75,-,-,"175,000",-
2016-04-05,KCB,KCB Group Plc,33.75,55.5,41.75,43,41.75,41.75,-,-,"2,984,800",-
2016-04-06,KCB,KCB Group Plc,33.75,55.5,42,43,42.25,41.75,0.5,1.20%,"183,200",-
2016-04-07,KCB,KCB Group Plc,33.75,55.5,42,43,42.5,42.25,0.25,0.59%,"521,700",-
2016-04-08,KCB,KCB Group Plc,33.75,55.5,42,43,42,42.5,-0.5,1.18%,"2,191,000",-
2016-04-11,KCB,KCB Group Plc,33.75,55.5,42,42.75,42,42,-,-,"3,488,600",-
2016-04-12,KCB,KCB Group Plc,33.75,55.5,42.5,43,42.5,42,0.5,1.19%,"3,167,100",-
2016-04-13,KCB,KCB Group Plc,33.75,55.5,42.25,43,42.5,42.5,-,-,"5,472,600",-
2016-04-14,KCB,KCB Group Plc,33.75,55.5,42.5,43.25,42.75,42.5,0.25,0.59%,"754,100",-
2016-04-15,KCB,KCB Group Plc,33.75,55.5,42.5,43.25,42.75,42.75,-,-,"1,992,600",-
2016-04-18,KCB,KCB Group Plc,33.75,55.5,42,43,42.75,42.75,-,-,"1,381,100",-
2016-04-19,KCB,KCB Group Plc,33.75,55.5,42.25,43,42.5,42.75,-0.25,0.58%,"604,300",-
2016-04-20,KCB,KCB Group Plc,33.75,55.5,42.5,43.5,42.75,42.5,0.25,0.59%,"3,026,100",-
2016-04-21,KCB,KCB Group Plc,33.75,55.5,42.5,43.5,42.75,42.75,-,-,"2,000,000",-
2016-04-22,KCB,KCB Group Plc,33.75,55.5,42.5,43,42.5,42.75,-0.25,0.58%,"210,400",-
2016-04-25,KCB,KCB Group Plc,33.75,55.5,42.5,42.75,42.5,42.5,-,-,"674,100",-
2016-04-26,KCB,KCB Group Plc,33.75,55.5,42,42.75,42,42.5,-0.5,1.18%,"1,632,600",-
2016-04-27,KCB,KCB Group Plc,33.75,55.5,39,42.5,41.75,42,-0.25,0.60%,"539,900",-
2016-04-28,KCB,KCB Group Plc,33.75,55.5,41.25,42,41.5,41.75,-0.25,0.60%,"3,235,400",-
2016-04-29,KCB,KCB Group Plc,33.75,55.5,41,41.75,41.5,41.5,-,-,"1,320,100",-
2016-05-03,KCB,KCB Group Plc,33.75,55.5,40.75,42,41.5,41.5,-,-,"2,006,300",-
2016-05-04,KCB,KCB Group Plc,33.75,55.5,39,40,39.25,41.5,-2.25,5.42%,"1,707,300",-
2016-05-05,KCB,KCB Group Plc,33.75,55.5,36,39.5,38.75,39.25,-0.5,1.27%,"887,800",-
2016-05-06,KCB,KCB Group Plc,33.75,55.5,39,41,39.75,38.75,1,2.58%,"617,300",-
2016-05-09,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.5,39.75,-0.25,0.63%,"257,400",-
2016-05-10,KCB,KCB Group Plc,33.75,55.5,39.5,41,40,39.5,0.5,1.27%,"2,780,300",-
2016-05-11,KCB,KCB Group Plc,33.75,55.5,40.5,41,40.5,40,0.5,1.25%,"1,204,300",-
2016-05-12,KCB,KCB Group Plc,33.75,55.5,40.75,42.25,41.75,40.5,1.25,3.09%,"1,258,400",-
2016-05-13,KCB,KCB Group Plc,33.75,55.5,41.5,42.5,41.75,41.75,-,-,"3,600,300",-
2016-05-16,KCB,KCB Group Plc,33.75,55.5,41.25,42,41.5,41.75,-0.25,0.60%,"332,700",-
2016-05-17,KCB,KCB Group Plc,33.75,55.5,41,41.5,41,41.5,-0.5,1.20%,"454,100",-
2016-05-18,KCB,KCB Group Plc,33.75,55.5,41,41.75,41.25,41,0.25,0.61%,"3,679,500",-
2016-05-19,KCB,KCB Group Plc,33.75,55.5,40.5,41.75,41,41.25,-0.25,0.61%,"1,758,700",-
2016-05-20,KCB,KCB Group Plc,33.75,55.5,40.5,41,40.75,41,-0.25,0.61%,"893,900",-
2016-05-23,KCB,KCB Group Plc,33.75,55.5,40.5,41,40.75,40.75,-,-,"2,706,900",-
2016-05-24,KCB,KCB Group Plc,33.75,55.5,40.5,41,40.5,40.75,-0.25,0.61%,"760,900",-
2016-05-25,KCB,KCB Group Plc,33.75,55.5,38.5,40.75,39.25,40.5,-1.25,3.09%,"3,436,700",-
2016-05-26,KCB,KCB Group Plc,33.75,55.5,39.5,40,39.75,39.25,0.5,1.27%,"1,169,300",-
2016-05-27,KCB,KCB Group Plc,33.75,55.5,39,40,39.5,39.75,-0.25,0.63%,"3,085,400",-
2016-05-30,KCB,KCB Group Plc,33.75,55.5,38.75,39.5,39,39.5,-0.5,1.27%,"462,600",-
2016-05-31,KCB,KCB Group Plc,33.75,55.5,38,39.5,38.75,39,-0.25,0.64%,"1,261,700",-
2016-06-02,KCB,KCB Group Plc,33.75,55.5,37,41,38.25,38.75,-0.5,1.29%,"4,900,200",-
2016-06-03,KCB,KCB Group Plc,33.75,55.5,37,38.5,37.25,38.25,-1,2.61%,"812,400",-
2016-06-06,KCB,KCB Group Plc,33.75,55.5,37,38.25,37.5,37.25,0.25,0.67%,"2,240,100",-
2016-06-07,KCB,KCB Group Plc,33.75,55.5,36.5,37.75,37,37.5,-0.5,1.33%,"2,506,900",-
2016-06-08,KCB,KCB Group Plc,33.75,55.5,36.5,38.25,36.5,37,-0.5,1.35%,"1,837,500",-
2016-06-09,KCB,KCB Group Plc,33.75,55.5,36,37.5,36,36.5,-0.5,1.37%,"4,328,900",-
2016-06-10,KCB,KCB Group Plc,33.75,55.5,36,37,36.25,36,0.25,0.69%,"1,800,400",-
2016-06-13,KCB,KCB Group Plc,33.75,55.5,36,36.75,36,36.25,-0.25,0.69%,"487,900",-
2016-06-14,KCB,KCB Group Plc,33.75,55.5,35.5,36.25,35.5,36,-0.5,1.39%,"3,759,000",-
2016-06-15,KCB,KCB Group Plc,33.75,55.5,35,36,35.25,35.5,-0.25,0.70%,"1,897,400",-
2016-06-16,KCB,KCB Group Plc,33.75,55.5,35.25,36,35.5,35.25,0.25,0.71%,"584,100",-
2016-06-17,KCB,KCB Group Plc,33.75,55.5,34.75,36,35,35.5,-0.5,1.41%,"7,962,400",-
2016-06-20,KCB,KCB Group Plc,33.75,55.5,35,35.75,35.25,35,0.25,0.71%,"345,000",-
2016-06-21,KCB,KCB Group Plc,33.75,55.5,34.75,35.5,35,35.25,-0.25,0.71%,"8,232,300",-
2016-06-22,KCB,KCB Group Plc,33.75,55.5,34.75,35,34.75,35,-0.25,0.71%,"1,228,900",-
2016-06-23,KCB,KCB Group Plc,33.75,55.5,34.75,35,34.75,34.75,-,-,"805,200",-
2016-06-24,KCB,KCB Group Plc,33.75,55.5,34.5,35,34.5,34.75,-0.25,0.72%,"376,500",-
2016-06-27,KCB,KCB Group Plc,33.75,55.5,31.5,34.75,34,34.5,-0.5,1.45%,"2,251,300",-
2016-06-28,KCB,KCB Group Plc,33.75,55.5,33.5,34.75,33.75,34,-0.25,0.74%,"922,500",-
2016-06-29,KCB,KCB Group Plc,33.75,55.5,33.5,34,33.75,33.75,-,-,"6,237,500",-
2016-06-30,KCB,KCB Group Plc,33.75,55.5,33,34.5,33.75,33.75,-,-,"478,400",-
2016-07-01,KCB,KCB Group Plc,33.75,55.5,33.5,34,33.75,33.75,-,-,"1,611,800",-
2016-07-04,KCB,KCB Group Plc,33.75,55.5,33,34,33.5,33.75,-0.25,0.74%,"5,034,800",-
2016-07-05,KCB,KCB Group Plc,33.75,55.5,33.75,34,33.75,33.5,0.25,0.75%,"54,300",-
2016-07-06,KCB,KCB Group Plc,33.75,55.5,33.5,34.25,33.5,33.75,-0.25,0.74%,"661,300",-
2016-07-08,KCB,KCB Group Plc,33.75,55.5,33.25,34,33.25,33.5,-0.25,0.75%,"2,801,800",-
2016-07-11,KCB,KCB Group Plc,33.75,55.5,32.5,33.5,33,33.25,-0.25,0.75%,"1,196,400",-
2016-07-12,KCB,KCB Group Plc,33.75,55.5,31,33,32,33,-1,3.03%,"2,429,300",-
2016-07-13,KCB,KCB Group Plc,33.75,55.5,32,33,32.75,32,0.75,2.34%,"3,121,000",-
2016-07-14,KCB,KCB Group Plc,33.75,55.5,32,33,32.25,32.75,-0.5,1.53%,"3,394,600",-
2016-07-15,KCB,KCB Group Plc,33.75,55.5,32,32.75,32.25,32.25,-,-,"1,216,800",-
2016-07-18,KCB,KCB Group Plc,33.75,55.5,31.75,32.75,32,32.25,-0.25,0.78%,"172,500",-
2016-07-19,KCB,KCB Group Plc,33.75,55.5,32.25,33,32.25,32,0.25,0.78%,"749,300",-
2016-07-20,KCB,KCB Group Plc,33.75,55.5,32.25,33,32.25,32.25,-,-,"1,539,300",-
2016-07-21,KCB,KCB Group Plc,33.75,55.5,32,32.5,32.25,32.25,-,-,"738,300",-
2016-07-22,KCB,KCB Group Plc,33.75,55.5,32.25,33,32.5,32.25,0.25,0.78%,"390,600",-
2016-07-25,KCB,KCB Group Plc,33.75,55.5,32.25,32.75,32.25,32.5,-0.25,0.77%,"917,400",-
2016-07-26,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.75,32.25,0.5,1.55%,"526,000",-
2016-07-27,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.5,32.75,-0.25,0.76%,"2,200,300",-
2016-07-28,KCB,KCB Group Plc,33.75,55.5,31.75,32.75,32.25,32.5,-0.25,0.77%,"2,392,500",-
2016-07-29,KCB,KCB Group Plc,33.75,55.5,31.75,32.25,32,32.25,-0.25,0.78%,"676,700",-
2016-08-01,KCB,KCB Group Plc,33.75,55.5,32,32.25,32,32,-,-,"181,300",-
2016-08-02,KCB,KCB Group Plc,33.75,55.5,31.75,32.5,31.75,32,-0.25,0.78%,"2,369,700",-
2016-08-03,KCB,KCB Group Plc,33.75,55.5,31.25,32,31.5,31.75,-0.25,0.79%,"626,600",-
2016-08-04,KCB,KCB Group Plc,33.75,55.5,31,32.25,31.5,31.5,-,-,"1,405,500",-
2016-08-05,KCB,KCB Group Plc,33.75,55.5,31.5,32.5,32,31.5,0.5,1.59%,"2,036,700",-
2016-08-08,KCB,KCB Group Plc,33.75,55.5,32,33,32.25,32,0.25,0.78%,"433,700",-
2016-08-09,KCB,KCB Group Plc,33.75,55.5,32.25,32.75,32.5,32.25,0.25,0.78%,"1,753,800",-
2016-08-10,KCB,KCB Group Plc,33.75,55.5,32.5,32.75,32.5,32.5,-,-,"1,593,200",-
2016-08-11,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.5,32.5,-,-,"1,890,700",-
2016-08-12,KCB,KCB Group Plc,33.75,55.5,32.25,32.75,32.5,32.5,-,-,"1,348,700",-
2016-08-15,KCB,KCB Group Plc,33.75,55.5,32.5,32.75,32.5,32.5,-,-,"664,800",-
2016-08-16,KCB,KCB Group Plc,33.75,55.5,32.5,32.75,32.5,32.5,-,-,"821,200",-
2016-08-17,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.5,32.5,-,-,"8,740,500",-
2016-08-18,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.75,32.5,0.25,0.77%,"11,780,400",-
2016-08-19,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.5,32.75,-0.25,0.76%,"1,051,200",-
2016-08-22,KCB,KCB Group Plc,33.75,55.5,32,32.75,32.25,32.5,-0.25,0.77%,"2,358,300",-
2016-08-23,KCB,KCB Group Plc,33.75,55.5,32.25,33,32.5,32.25,0.25,0.78%,"1,252,300",-
2016-08-24,KCB,KCB Group Plc,33.75,55.5,32.5,33,32.75,32.5,0.25,0.77%,"4,125,600",-
2016-08-25,KCB,KCB Group Plc,33.75,55.5,29.5,31,30,32.75,-2.75,8.40%,"135,000",-
2016-08-26,KCB,KCB Group Plc,33.75,55.5,27,27,27,30,-3,10.00%,"41,600",-
2016-08-29,KCB,KCB Group Plc,33.75,55.5,24.5,25,24.5,27,-2.5,9.26%,"18,783,800",-
2016-08-30,KCB,KCB Group Plc,33.75,55.5,22.5,26.75,25.5,24.5,1,4.08%,"12,438,300",-
2016-08-31,KCB,KCB Group Plc,33.75,55.5,26.5,28,27.75,25.5,2.25,8.82%,"24,456,700",-
2016-09-01,KCB,KCB Group Plc,33.75,55.5,26.25,27,26.5,27.75,-1.25,4.50%,"11,282,500",-
2016-09-02,KCB,KCB Group Plc,33.75,55.5,26.25,27,26.5,26.5,-,-,"19,454,700",-
2016-09-05,KCB,KCB Group Plc,33.75,55.5,26.25,26.5,26.25,26.5,-0.25,0.94%,"716,700",-
2016-09-06,KCB,KCB Group Plc,33.75,55.5,26,26.5,26.25,26.25,-,-,"2,975,000",-
2016-09-07,KCB,KCB Group Plc,33.75,55.5,26,27,26.75,26.25,0.5,1.90%,"1,278,300",-
2016-09-08,KCB,KCB Group Plc,33.75,55.5,26.75,27.75,27,26.75,0.25,0.93%,"8,256,800",-
2016-09-09,KCB,KCB Group Plc,33.75,55.5,27.5,29,28.25,27,1.25,4.63%,"450,100",-
2016-09-13,KCB,KCB Group Plc,33.75,55.5,27,29,27.5,28.25,-0.75,2.65%,"441,000",-
2016-09-14,KCB,KCB Group Plc,33.75,55.5,27,28,27.5,27.5,-,-,"4,204,800",-
2016-09-15,KCB,KCB Group Plc,33.75,55.5,26.25,27.5,26.5,27.5,-1,3.64%,"3,647,100",-
2016-09-16,KCB,KCB Group Plc,33.75,55.5,26.25,27,26.25,26.5,-0.25,0.94%,"1,659,500",-
2016-09-19,KCB,KCB Group Plc,33.75,55.5,26.25,27.5,26.5,26.25,0.25,0.95%,"570,300",-
2016-09-20,KCB,KCB Group Plc,33.75,55.5,25.75,26.75,26,26.5,-0.5,1.89%,"4,847,300",-
2016-09-21,KCB,KCB Group Plc,33.75,55.5,25.5,26.25,25.75,26,-0.25,0.96%,"1,024,700",-
2016-09-22,KCB,KCB Group Plc,33.75,55.5,25.75,26,25.75,25.75,-,-,"1,675,100",-
2016-09-23,KCB,KCB Group Plc,33.75,55.5,25.5,26,25.75,25.75,-,-,"590,000",-
2016-09-26,KCB,KCB Group Plc,33.75,55.5,25,25.75,25.25,25.75,-0.5,1.94%,"3,060,400",-
2016-09-27,KCB,KCB Group Plc,33.75,55.5,25,25.5,25.25,25.25,-,-,"577,800",-
2016-09-28,KCB,KCB Group Plc,33.75,55.5,25,27,25.5,25.25,0.25,0.99%,"3,206,900",-
2016-09-29,KCB,KCB Group Plc,33.75,55.5,26.5,27.5,27,25.5,1.5,5.88%,"4,118,700",-
2016-09-30,KCB,KCB Group Plc,33.75,55.5,27.5,28.5,28,27,1,3.70%,"739,400",-
2016-10-03,KCB,KCB Group Plc,33.75,55.5,28.5,30.5,29.25,28,1.25,4.46%,"3,318,200",-
2016-10-04,KCB,KCB Group Plc,33.75,55.5,28.5,29.75,29,29.25,-0.25,0.85%,"2,417,500",-
2016-10-05,KCB,KCB Group Plc,33.75,55.5,28.25,29.5,28.75,29,-0.25,0.86%,"109,000",-
2016-10-06,KCB,KCB Group Plc,33.75,55.5,27.5,29.5,28.25,28.75,-0.5,1.74%,"935,700",-
2016-10-07,KCB,KCB Group Plc,33.75,55.5,27.5,28.25,27.75,28.25,-0.5,1.77%,"392,100",-
2016-10-10,KCB,KCB Group Plc,33.75,55.5,27.5,28.5,27.75,27.75,-,-,"554,700",-
2016-10-11,KCB,KCB Group Plc,33.75,55.5,26,29,27,27.75,-0.75,2.70%,"1,460,600",-
2016-10-12,KCB,KCB Group Plc,33.75,55.5,27,28,27,27,-,-,"6,492,300",-
2016-10-13,KCB,KCB Group Plc,33.75,55.5,27,28,27,27,-,-,"192,800",-
2016-10-14,KCB,KCB Group Plc,33.75,55.5,26.75,27.75,27,27,-,-,"8,585,300",-
2016-10-17,KCB,KCB Group Plc,33.75,55.5,27,27.5,27,27,-,-,"160,400",-
2016-10-18,KCB,KCB Group Plc,33.75,55.5,27,27.5,27.25,27,0.25,0.93%,"141,200",-
2016-10-19,KCB,KCB Group Plc,33.75,55.5,27.25,29,27.25,27.25,-,-,"1,025,100",-
2016-10-21,KCB,KCB Group Plc,33.75,55.5,27.25,27.5,27.25,27.25,-,-,"3,355,000",-
2016-10-24,KCB,KCB Group Plc,33.75,55.5,27.25,27.5,27.25,27.25,-,-,"300,700",-
2016-10-25,KCB,KCB Group Plc,33.75,55.5,27,27.5,27.25,27.25,-,-,"451,300",-
2016-10-26,KCB,KCB Group Plc,33.75,55.5,27,27.5,27,27.25,-0.25,0.92%,"1,101,200",-
2016-10-27,KCB,KCB Group Plc,33.75,55.5,27.25,27.5,27.25,27,0.25,0.93%,"2,427,100",-
2016-10-28,KCB,KCB Group Plc,33.75,55.5,27,27.5,27,27.25,-0.25,0.92%,"230,800",-
2016-10-31,KCB,KCB Group Plc,33.75,55.5,27,27.5,27.25,27,0.25,0.93%,"5,752,500",-
2016-11-01,KCB,KCB Group Plc,33.75,55.5,27.25,28,27.5,27.25,0.25,0.92%,"1,012,000",-
2016-11-02,KCB,KCB Group Plc,33.75,55.5,27.5,28,27.75,27.5,0.25,0.91%,"604,600",-
2016-11-04,KCB,KCB Group Plc,33.75,55.5,28.25,29,28.75,27.75,1,3.60%,"347,400",-
2016-11-07,KCB,KCB Group Plc,33.75,55.5,28.25,29.5,28.75,28.75,-,-,"1,717,400",-
2016-11-08,KCB,KCB Group Plc,33.75,55.5,28.75,29.5,29,28.75,0.25,0.87%,"757,300",-
2016-11-09,KCB,KCB Group Plc,33.75,55.5,28.5,29.5,28.5,29,-0.5,1.72%,"1,089,500",-
2016-11-10,KCB,KCB Group Plc,33.75,55.5,28.5,30,28.75,28.5,0.25,0.88%,"3,729,200",-
2016-11-11,KCB,KCB Group Plc,33.75,55.5,29,30.25,29.75,28.75,1,3.48%,"2,971,100",-
2016-11-14,KCB,KCB Group Plc,33.75,55.5,30,31,30.5,29.75,0.75,2.52%,"1,751,800",-
2016-11-15,KCB,KCB Group Plc,33.75,55.5,30.25,31.25,30.75,30.5,0.25,0.82%,"1,053,800",-
