Day Price,12m Low,12m High,Day Low,Day High,Previous,Volume_log,MA_5,STD_5,MA_12,STD_12,MA_50,STD_50,MA_200,STD_200,MA_5_vs_MA_50,MA_12_vs_MA_200,HighVol_5_vs_50,Daily_Range
6.6,23.5,33.5,6.6,6.7,6.6,15.705152804120074,6.6,8.06999206286393e-08,6.516666666666667,0.08616404368546741,6.04,0.3410667538946606,5.8493589743589745,0.38984625588826977,1,1,0,0.10000000000000053
6.65,23.5,33.5,6.6,6.7,6.6,15.917838325602528,6.609999999999999,0.022360679775145477,6.5375000000000005,0.08561276455373926,6.06,0.34699879432831165,5.859493670886076,0.39767561427650683,1,1,0,0.10000000000000053
6.7,23.5,33.5,6.65,6.75,6.65,15.337297106842842,6.63,0.04472135955007126,6.554166666666667,0.09643257968254722,6.081,0.3533931729587784,5.87,0.40617075663358976,1,1,0,0.09999999999999964
6.8,23.5,33.5,6.7,6.95,6.7,16.238541892686666,6.67,0.08366600265344941,6.579166666666667,0.11766349038544266,6.103,0.3632913599920774,5.881481481481481,0.41664166591662044,1,1,0,0.25
7.0,23.5,33.5,6.85,7.1,6.8,16.93498589310444,6.75,0.1581138830084428,6.629166666666666,0.15588214273684542,6.130999999999999,0.3774092673769891,5.895121951219512,0.43209293668370363,1,1,0,0.25
7.05,23.5,33.5,7.0,7.2,7.0,17.24120219108112,6.840000000000001,0.17818529681207726,6.683333333333334,0.18006732747566903,6.1610000000000005,0.3897003034776938,5.909036144578313,0.44776848999103963,1,1,0,0.20000000000000018
7.05,23.5,33.5,7.05,7.15,7.05,17.305966542489287,6.92,0.16046806535883906,6.733333333333333,0.19227505550560625,6.191,0.39932212969643954,5.9226190476190474,0.4621456481616412,1,1,0,0.10000000000000053
7.1,23.5,33.5,7.1,7.2,7.05,16.89432404134202,7.0,0.1172603939956252,6.779166666666666,0.20939125332659814,6.22,0.41169138431397967,5.936470588235294,0.4768066042067002,1,1,0,0.10000000000000053
7.2,23.5,33.5,7.15,7.4,7.1,17.21665797171139,7.08,0.07582875444058124,6.829166666666666,0.23302197841454497,6.25,0.42737929433289457,5.9511627906976745,0.49318751619296863,1,1,0,0.25
7.15,23.5,33.5,7.1,7.25,7.2,17.225439739593416,7.109999999999999,0.06519202405210488,6.875,0.23788843832959802,6.279,0.43835150372311854,5.964942528735633,0.506877980737298,1,1,0,0.15000000000000036
6.95,23.5,33.5,6.8,7.15,7.15,14.569706270478054,7.090000000000001,0.09617692030840906,6.904166666666668,0.22203432713035176,6.305,0.4388354254298954,5.976136363636363,0.5147802383880906,1,1,0,0.35000000000000053
6.9,23.5,33.5,6.8,7.0,6.95,15.40094282679077,7.0600000000000005,0.1294217910554857,6.929166666666666,0.20052015692522968,6.33,0.43635783855145555,5.986516853932584,0.5211309840660262,1,1,0,0.20000000000000018
7.1,23.5,33.5,6.95,7.2,6.9,16.148634652259418,7.06,0.1294217910554857,6.970833333333334,0.17640131587493685,6.359,0.43842133308737846,5.998888888888889,0.5313211103909432,1,1,0,0.25
7.35,23.5,33.5,7.15,7.55,7.1,17.910701445285568,7.090000000000001,0.17818529681208273,7.029166666666666,0.17640131587493538,6.392,0.4497573041686509,6.013736263736264,0.5470154341752012,1,1,0,0.39999999999999947
7.25,23.5,33.5,7.2,7.3,7.35,15.995611695773393,7.110000000000001,0.19170289512683464,7.075,0.15300029708819207,6.422000000000001,0.45604332053443386,6.0271739130434785,0.5590618635035651,1,1,0,0.09999999999999964
7.15,23.5,33.5,7.1,7.25,7.25,15.650505267491218,7.15,0.16955824957816268,7.104166666666667,0.1269544179712078,6.449,0.458423429611006,6.039247311827957,0.5680750037725406,1,1,0,0.15000000000000036
7.0,23.5,33.5,7.0,7.15,7.15,14.421737811898332,7.17,0.13509256086110252,7.104166666666667,0.1269544179712078,6.47,0.45914739085679496,6.0494680851063825,0.5736365171510576,1,1,0,0.15000000000000036
7.05,23.5,33.5,7.0,7.2,7.0,16.478117059233966,7.159999999999999,0.14317821063280056,7.104166666666667,0.1269544179712078,6.492999999999999,0.4588150220838304,6.0600000000000005,0.5797376515984187,1,1,0,0.20000000000000018
7.1,23.5,33.5,7.05,7.2,7.05,16.98958987538941,7.109999999999999,0.09617692030840976,7.108333333333333,0.125830573921115,6.516,0.45986244615944094,6.070833333333333,0.5863655527088092,1,1,0,0.15000000000000036
7.05,23.5,33.5,7.0,7.1,7.1,16.141216394663488,7.07,0.05700877125504276,7.104166666666667,0.1269544179712078,6.538,0.45854250020012893,6.080927835051547,0.5917155187711723,1,1,0,0.09999999999999964
